timestamp,open,high,low,close,volume
2023-01-02 09:15:00+05:30,43038.2,43151.25,43025.25,43030.1,0
2023-01-02 09:20:00+05:30,43044.6,43111.35,42984.3,43071.9,0
2023-01-02 09:25:00+05:30,43078.2,43086.25,42971.5,42997.9,0
2023-01-02 09:30:00+05:30,43000.9,43164.7,42961.75,43152.0,0
2023-01-02 09:35:00+05:30,43153.2,43249.45,43123.75,43248.6,0
2023-01-02 09:40:00+05:30,43248.3,43276.25,43194.15,43272.8,0
2023-01-02 09:45:00+05:30,43277.9,43330.8,43247.25,43302.4,0
2023-01-02 09:50:00+05:30,43303.6,43315.95,43256.5,43298.9,0
2023-01-02 09:55:00+05:30,43297.3,43334.8,43290.3,43314.4,0
2023-01-02 10:00:00+05:30,43313.1,43340.4,43311.05,43327.6,0
2023-01-02 10:05:00+05:30,43334.1,43362.2,43291.3,43318.1,0
2023-01-02 10:10:00+05:30,43316.4,43329.0,43260.75,43261.6,0
2023-01-02 10:15:00+05:30,43256.1,43284.5,43240.6,43274.6,0
2023-01-02 10:20:00+05:30,43277.9,43302.35,43264.05,43268.9,0
2023-01-02 10:25:00+05:30,43269.1,43289.6,43244.8,43251.5,0
2023-01-02 10:30:00+05:30,43254.1,43287.35,43254.05,43283.6,0
2023-01-02 10:35:00+05:30,43281.4,43368.1,43279.9,43357.8,0
2023-01-02 10:40:00+05:30,43357.1,43357.75,43304.05,43307.8,0
2023-01-02 10:45:00+05:30,43308.8,43317.2,43274.7,43285.9,0
2023-01-02 10:50:00+05:30,43284.4,43310.25,43259.6,43305.5,0
2023-01-02 10:55:00+05:30,43307.1,43326.5,43288.55,43303.4,0
2023-01-02 11:00:00+05:30,43300.2,43322.55,43294.0,43318.5,0
2023-01-02 11:05:00+05:30,43312.9,43372.75,43304.65,43353.1,0
2023-01-02 11:10:00+05:30,43352.9,43382.75,43302.55,43305.9,0
2023-01-02 11:15:00+05:30,43307.4,43314.2,43301.1,43308.1,0
2023-01-02 11:20:00+05:30,43308.4,43311.75,43257.35,43258.2,0
2023-01-02 11:25:00+05:30,43260.6,43284.15,43219.65,43254.7,0
2023-01-02 11:30:00+05:30,43256.7,43271.6,43226.7,43238.6,0
2023-01-02 11:35:00+05:30,43238.1,43263.15,43234.05,43257.4,0
2023-01-02 11:40:00+05:30,43256.9,43281.6,43254.25,43268.8,0
2023-01-02 11:45:00+05:30,43270.4,43278.55,43253.95,43257.9,0
2023-01-02 11:50:00+05:30,43254.4,43259.4,43214.35,43226.6,0
2023-01-02 11:55:00+05:30,43228.8,43236.95,43215.85,43221.2,0
2023-01-02 12:00:00+05:30,43219.8,43247.8,43217.95,43247.8,0
2023-01-02 12:05:00+05:30,43247.6,43262.2,43229.75,43254.4,0
2023-01-02 12:10:00+05:30,43250.4,43267.5,43248.0,43262.1,0
2023-01-02 12:15:00+05:30,43260.3,43275.05,43252.45,43258.8,0
2023-01-02 12:20:00+05:30,43262.6,43268.25,43218.5,43220.9,0
2023-01-02 12:25:00+05:30,43221.6,43221.55,43160.95,43185.1,0
