epoc,open,high,low,close,volume
1500887700,9969.2,9969.2,9951.65,9961.25,0
1500888600,9961.5,9966.2,9958.8,9966.2,0
1500889500,9963.95,9972.6,9963.95,9965.55,0
1500867000,9936.8,9936.8,9936.8,9936.8,0
1500867900,9924.65,9933.7,9919.9,9931.9,0
1500868800,9932.55,9940.4,9932.4,9932.8,0
1500869700,9934.6,9952.25,9934.6,9948.25,0
1500870600,9949.35,9952.9,9947.35,9949.3,0
1500871500,9950.25,9962.25,9950.25,9962.25,0
1500872400,9964.55,9965.65,9960.35,9961.8,0
1500873300,9962.4,9967.8,9961.15,9966.95,0
1500874200,9968.0,9968.0,9962.25,9964.95,0
1500875100,9964.5,9964.5,9957.2,9957.2,0
1500876000,9958.2,9964.3,9956.7,9962.85,0
1500876900,9963.3,9965.4,9962.55,9964.05,0
1500877800,9963.65,9965.4,9958.65,9958.65,0
1500878700,9959.2,9965.3,9956.75,9964.8,0
1500879600,9965.35,9967.5,9963.65,9966.75,0
1500880500,9966.95,9969.6,9966.35,9966.35,0
1500881400,9965.7,9965.7,9960.95,9960.95,0
1500882300,9958.95,9962.5,9958.3,9960.9,0
1500883200,9960.3,9963.95,9960.3,9963.65,0
1500884100,9963.9,9970.25,9963.2,9970.2,0
1500885000,9972.5,9975.1,9968.4,9974.5,0
1500885900,9973.3,9979.9,9970.2,9978.0,0
1500886800,9976.9,9980.4,9970.05,9970.05,0
1500887700,9969.2,9969.2,9951.65,9961.25,0
1500888600,9961.5,9966.2,9958.8,9966.2,0
1500889500,9963.95,9972.6,9963.95,9965.55,0
1500953400,10010.5,10010.55,10010.55,10010.5,0
1500954300,9993.05,9993.85,9977.5,9977.5,0
1500955200,9979.55,9988.5,9979.55,9984.6,0
1500956100,9980.95,9980.95,9957.6,9967.9,0
1500957000,9968.55,9971.6,9966.0,9971.6,0
1500957900,9972.4,9975.55,9970.85,9970.85,0
1500958800,9970.3,9972.05,9964.5,9969.35,0
1500959700,9969.9,9975.95,9969.9,9973.85,0
1500960600,9975.35,9976.05,9969.4,9969.4,0
1500961500,9970.2,9970.2,9960.0,9962.0,0
1500962400,9961.2,9961.2,9952.35,9952.45,0
1500963300,9952.35,9957.8,9951.95,9955.65,0
1500964200,9955.0,9955.0,9952.9,9954.8,0
1500965100,9954.45,9959.05,9953.45,9959.05,0
1500966000,9960.8,9962.0,9957.15,9957.2,0
1500966900,9955.55,9955.55,9949.65,9950.5,0
1500967800,9949.85,9955.15,9949.85,9953.95,0
1500968700,9952.05,9955.7,9951.7,9953.05,0
1500969600,9954.65,9957.95,9953.5,9954.65,0
1500970500,9955.8,9969.1,9955.45,9966.4,0
1500971400,9964.25,9974.25,9963.65,9974.25,0
1500972300,9975.8,9976.85,9971.95,9974.9,0
1500973200,9975.55,9975.55,9966.75,9970.0,0
1500974100,9970.65,9978.65,9970.65,9975.95,0
1500975000,9976.9,9978.6,9961.45,9961.45,0
1500975900,9960.5,9964.8,9958.9,9964.8,0
1500953400,10010.5,10010.55,10010.55,10010.5,0
1500954300,9993.05,9993.85,9977.5,9977.5,0
1500955200,9979.55,9988.5,9979.55,9984.6,0
1500956100,9980.95,9980.95,9957.6,9967.9,0
1500957000,9968.55,9971.6,9966.0,9971.6,0
1500957900,9972.4,9975.55,9970.85,9970.85,0
1500958800,9970.3,9972.05,9964.5,9969.35,0
1500959700,9969.9,9975.95,9969.9,9973.85,0
1500960600,9975.35,9976.05,9969.4,9969.4,0
1500961500,9970.2,9970.2,9960.0,9962.0,0
1500962400,9961.2,9961.2,9952.35,9952.45,0
1500963300,9952.35,9957.8,9951.95,9955.65,0
1500964200,9955.0,9955.0,9952.9,9954.8,0
1500965100,9954.45,9959.05,9953.45,9959.05,0
1500966000,9960.8,9962.0,9957.15,9957.2,0
1500966900,9955.55,9955.55,9949.65,9950.5,0
1500967800,9949.85,9955.15,9949.85,9953.95,0
1500968700,9952.05,9955.7,9951.7,9953.05,0
1500969600,9954.65,9957.95,9953.5,9954.65,0
1500970500,9955.8,9969.1,9955.45,9966.4,0
1500971400,9964.25,9974.25,9963.65,9974.25,0
1500972300,9975.8,9976.85,9971.95,9974.9,0
1500973200,9975.55,9975.55,9966.75,9970.0,0
1500974100,9970.65,9978.65,9970.65,9975.95,0
1500975000,9976.9,9978.6,9961.45,9961.45,0
1500975900,9960.5,9964.8,9958.9,9964.8,0
1501039800,9983.65,9983.65,9983.65,9983.65,0
1501040700,9977.4,9987.45,9969.5,9987.45,0
1501041600,9987.5,9987.5,9980.25,9983.4,0
1501042500,9982.6,9987.1,9982.6,9986.95,0
1501043400,9987.55,9989.6,9981.95,9982.45,0
1501044300,9982.3,9986.3,9981.25,9986.3,0
1501045200,9987.6,9992.55,9985.7,9992.55,0
1501046100,9991.95,9995.9,9991.8,9994.0,0
1501047000,9992.9,9993.0,9989.35,9990.15,0
1501047900,9989.1,9990.5,9988.15,9990.5,0
1501048800,9989.95,9994.6,9989.95,9994.15,0
1501049700,9995.5,10000.25,9994.75,9998.95,0
1501050600,9999.0,10001.55,9996.65,10001.3,0
1501051500,10004.3,10009.05,10002.85,10009.0,0
1501052400,10008.7,10010.15,10003.25,10003.2,0
1501053300,10004.7,10004.65,9999.15,10004.3,0
1501054200,10003.0,10003.0,9992.6,9995.8,0
